Timestamp,Timestamp_formated,X,Y,Right Click,Left Click
0.0009572505950927734,1728755455:864,977,614,False,False
0.0721902847290039,1728755455:935,977,614,False,False
0.14998435974121094,1728755456:13,980,592,False,False
0.22846221923828125,1728755456:91,985,579,False,False
0.3054652214050293,1728755456:168,985,579,False,False
0.38457393646240234,1728755456:247,990,570,False,False
0.4623570442199707,1728755456:325,995,565,False,False
0.5394566059112549,1728755456:402,995,565,False,False
0.6172804832458496,1728755456:480,1000,560,False,False
0.69553542137146,1728755456:558,1004,556,False,False
0.7722063064575195,1728755456:635,1006,551,False,False
0.8501806259155273,1728755456:713,1006,551,False,False
0.9281659126281738,1728755456:791,1008,546,False,False
1.0043830871582031,1728755456:867,1008,542,False,False
1.0826516151428223,1728755456:945,1008,542,False,False
1.1621849536895752,1728755457:25,1007,537,False,False
1.2387633323669434,1728755457:101,1005,532,False,False
1.3160316944122314,1728755457:179,1002,528,False,False
1.3945198059082031,1728755457:257,1002,528,False,False
1.4732022285461426,1728755457:336,999,524,False,False
1.5499217510223389,1728755457:413,996,520,False,False
1.6268863677978516,1728755457:490,996,520,False,False
1.703819751739502,1728755457:567,992,517,False,False
1.7828936576843262,1728755457:646,988,515,False,False
1.860203742980957,1728755457:723,984,513,False,False
1.9374721050262451,1728755457:800,984,513,False,False
2.0153417587280273,1728755457:878,980,512,False,False
2.0955777168273926,1728755457:958,977,511,False,False
2.1725289821624756,1728755458:35,977,511,False,False
2.250109910964966,1728755458:113,973,511,False,False
2.3299520015716553,1728755458:193,969,511,False,False
2.4061927795410156,1728755458:269,966,512,False,False
2.4839627742767334,1728755458:347,966,512,False,False
2.5605459213256836,1728755458:423,963,513,False,False
2.638603687286377,1728755458:501,960,514,False,False
2.716198682785034,1728755458:579,960,514,False,False
2.794848918914795,1728755458:658,957,516,False,False
2.872338056564331,1728755458:735,955,518,False,False
2.949038028717041,1728755458:812,953,520,False,False
3.025930404663086,1728755458:889,953,520,False,False
3.1026453971862793,1728755458:965,952,522,False,False
3.179579019546509,1728755459:42,950,525,False,False
3.256288528442383,1728755459:119,950,525,False,False
3.334545612335205,1728755459:197,949,527,False,False
3.4119741916656494,1728755459:275,949,530,False,False
3.490525722503662,1728755459:353,949,533,False,False
3.568234443664551,1728755459:431,949,533,False,False
3.646702289581299,1728755459:509,948,535,False,False
3.7241628170013428,1728755459:587,949,538,False,False
3.800623893737793,1728755459:663,949,538,False,False
3.8796443939208984,1728755459:742,949,540,False,False
3.9588241577148438,1728755459:822,950,542,False,False
4.035453796386719,1728755459:898,950,545,False,False
4.113304138183594,1728755459:976,950,545,False,False
4.192349910736084,1728755460:55,951,547,False,False
4.26853084564209,1728755460:131,952,549,False,False
4.345728158950806,1728755460:208,952,549,False,False
4.421809673309326,1728755460:285,952,550,False,False
4.499722957611084,1728755460:362,953,552,False,False
4.5784783363342285,1728755460:441,954,554,False,False
4.655808210372925,1728755460:519,954,554,False,False
4.732034206390381,1728755460:595,955,555,False,False
4.809603214263916,1728755460:672,955,557,False,False
4.888845205307007,1728755460:752,955,557,False,False
4.967733144760132,1728755460:830,956,558,False,False
5.0446083545684814,1728755460:907,956,559,False,False
5.122341632843018,1728755460:985,956,560,False,False
5.2012457847595215,1728755461:64,956,560,False,False
5.278228044509888,1728755461:141,955,561,False,False
5.356144189834595,1728755461:219,955,562,False,False
5.43295431137085,1728755461:296,955,562,False,False
5.5105531215667725,1728755461:373,954,562,False,False
5.588727235794067,1728755461:451,954,563,False,False
5.665950536727905,1728755461:529,953,563,False,False
5.742564916610718,1728755461:605,953,563,False,False
5.821171760559082,1728755461:684,951,564,False,False
5.8990888595581055,1728755461:762,950,564,False,False
5.976985931396484,1728755461:840,949,564,False,False
6.056086778640747,1728755461:919,949,564,False,False
6.132914304733276,1728755461:996,947,564,False,False
6.210633993148804,1728755462:73,946,564,False,False
6.28971004486084,1728755462:152,946,564,False,False
6.366376161575317,1728755462:229,945,563,False,False
6.443557262420654,1728755462:306,944,563,False,False
6.519936800003052,1728755462:383,944,563,False,False
6.597675085067749,1728755462:460,942,562,False,False
6.675761938095093,1728755462:538,941,562,False,False
6.754236221313477,1728755462:617,940,561,False,False
6.831475734710693,1728755462:694,940,561,False,False
6.9102959632873535,1728755462:773,940,561,False,False
6.9873692989349365,1728755462:850,939,560,False,False
7.0643229484558105,1728755462:927,939,560,False,False
7.14228081703186,1728755463:5,939,559,False,False
7.2198755741119385,1728755463:83,939,558,False,False
7.2991180419921875,1728755463:162,939,558,False,False
7.37713098526001,1728755463:240,939,558,False,False
7.454993009567261,1728755463:318,939,557,False,False
7.532878637313843,1728755463:396,940,556,False,False
7.610949277877808,1728755463:474,941,556,False,False
7.690206527709961,1728755463:553,941,556,False,False
7.768009424209595,1728755463:631,942,555,False,False
7.84492564201355,1728755463:708,943,555,False,False
7.923168420791626,1728755463:786,943,555,False,False
8.00208830833435,1728755463:865,944,554,False,False
8.08043885231018,1728755463:943,946,554,False,False
8.159010887145996,1728755464:22,946,554,False,False
8.236254215240479,1728755464:99,948,554,False,False
8.315202713012695,1728755464:178,949,554,False,False
8.39488959312439,1728755464:258,951,555,False,False
8.472492933273315,1728755464:335,951,555,False,False
8.550960779190063,1728755464:414,953,555,False,False
8.627639055252075,1728755464:490,955,555,False,False
8.704715013504028,1728755464:567,957,555,False,False
8.78165078163147,1728755464:644,957,555,False,False
8.859862327575684,1728755464:723,958,556,False,False
8.938899040222168,1728755464:802,960,556,False,False
9.015429735183716,1728755464:878,960,556,False,False
9.094089984893799,1728755464:957,961,557,False,False
9.172209024429321,1728755465:35,962,557,False,False
