Timestamp,Timestamp_formated,X,Y,Right Click,Left Click
0.000997304916381836,1728757076:591,1058,639,False,False
0.07183218002319336,1728757076:662,1058,639,False,False
0.15036416053771973,1728757076:740,1020,624,False,False
0.22896671295166016,1728757076:819,989,613,False,False
0.3082396984100342,1728757076:898,989,613,False,False
0.38553452491760254,1728757076:975,964,604,False,False
0.46231842041015625,1728757077:52,943,596,False,False
0.5387935638427734,1728757077:129,943,596,False,False
0.6152548789978027,1728757077:205,927,588,False,False
0.6930742263793945,1728757077:283,915,580,False,False
0.770639181137085,1728757077:360,908,573,False,False
0.8484086990356445,1728757077:438,908,573,False,False
0.9263191223144531,1728757077:516,903,566,False,False
1.003716230392456,1728757077:594,902,559,False,False
1.0809845924377441,1728757077:671,902,559,False,False
1.1601152420043945,1728757077:750,903,553,False,False
1.237433671951294,1728757077:827,907,548,False,False
1.3149383068084717,1728757077:905,911,543,False,False
1.3924634456634521,1728757077:982,911,543,False,False
1.4715595245361328,1728757078:61,917,539,False,False
1.5494046211242676,1728757078:139,924,535,False,False
1.627950668334961,1728757078:218,924,535,False,False
1.7050979137420654,1728757078:295,932,532,False,False
1.7837607860565186,1728757078:374,939,529,False,False
1.8613982200622559,1728757078:451,947,527,False,False
1.9397928714752197,1728757078:530,947,527,False,False
2.0168616771698,1728757078:607,954,526,False,False
2.0935404300689697,1728757078:683,962,525,False,False
2.17049503326416,1728757078:760,962,525,False,False
2.2476799488067627,1728757078:837,968,524,False,False
2.3255515098571777,1728757078:915,975,523,False,False
2.4042704105377197,1728757078:994,980,522,False,False
2.4802050590515137,1728757079:70,980,522,False,False
2.5579230785369873,1728757079:148,986,522,False,False
2.635655164718628,1728757079:225,990,522,False,False
2.714106321334839,1728757079:304,990,522,False,False
2.7924225330352783,1728757079:382,994,522,False,False
2.8700499534606934,1728757079:460,997,521,False,False
2.9471054077148438,1728757079:537,1000,521,False,False
3.025005340576172,1728757079:615,1000,521,False,False
3.1026690006256104,1728757079:692,1002,521,False,False
3.180732488632202,1728757079:771,1004,521,False,False
3.258232593536377,1728757079:848,1005,520,False,False
3.3358521461486816,1728757079:926,1005,520,False,False
3.4125945568084717,1728757080:2,1006,520,False,False
3.4897620677948,1728757080:80,1006,520,False,False
3.566534996032715,1728757080:156,1006,520,False,False
3.6442527770996094,1728757080:234,1007,520,False,False
3.7215397357940674,1728757080:311,1006,519,False,False
3.7987639904022217,1728757080:389,1006,519,False,False
3.876255989074707,1728757080:466,1006,519,False,False
3.955109119415283,1728757080:545,1006,518,False,False
4.032749652862549,1728757080:623,1005,518,False,False
4.110143184661865,1728757080:700,1005,518,False,False
4.188096523284912,1728757080:778,1005,517,False,False
4.266200065612793,1728757080:856,1004,516,False,False
4.345094203948975,1728757080:935,1004,516,False,False
4.423000335693359,1728757081:13,1003,516,False,False
4.49945068359375,1728757081:89,1003,515,False,False
4.578424453735352,1728757081:168,1002,514,False,False
4.655220031738281,1728757081:245,1002,514,False,False
4.731832981109619,1728757081:322,1001,513,False,False
4.8096067905426025,1728757081:399,1001,513,False,False
4.886611223220825,1728757081:476,1001,513,False,False
4.965043067932129,1728757081:555,1000,512,False,False
5.043459177017212,1728757081:633,999,511,False,False
5.122225761413574,1728757081:712,999,511,False,False
5.200547218322754,1728757081:790,999,511,False,False
5.279128551483154,1728757081:869,998,510,False,False
5.356074333190918,1728757081:946,997,510,False,False
5.433581590652466,1728757082:23,997,510,False,False
5.511102676391602,1728757082:101,996,510,False,False
5.588422536849976,1728757082:178,996,510,False,False
5.665308475494385,1728757082:255,995,509,False,False
5.743472576141357,1728757082:333,995,509,False,False
5.820768594741821,1728757082:411,994,510,False,False
5.898723125457764,1728757082:489,993,510,False,False
5.976585149765015,1728757082:566,993,510,False,False
6.054262638092041,1728757082:644,991,510,False,False
6.131428480148315,1728757082:721,990,511,False,False
6.208071231842041,1728757082:798,989,512,False,False
6.285017967224121,1728757082:875,989,512,False,False
6.363805055618286,1728757082:954,987,512,False,False
6.441181421279907,1728757083:31,986,513,False,False
6.518367290496826,1728757083:108,986,513,False,False
6.596156358718872,1728757083:186,984,514,False,False
6.673259973526001,1728757083:263,982,515,False,False
6.7517266273498535,1728757083:342,980,516,False,False
6.8300933837890625,1728757083:420,980,516,False,False
6.907950162887573,1728757083:498,978,517,False,False
6.984918594360352,1728757083:575,976,518,False,False
7.061791181564331,1728757083:652,976,518,False,False
7.139974594116211,1728757083:730,974,519,False,False
7.2187819480896,1728757083:809,971,520,False,False
7.297826051712036,1728757083:888,969,521,False,False
7.376596450805664,1728757083:966,969,521,False,False
7.452940225601196,1728757084:43,966,522,False,False
7.530851364135742,1728757084:121,964,523,False,False
